Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost,Points,WinRate,LossRate,Performance,team_name_clean,team_name_alias_applied,team_name_original
1956-57,7,Español,3–0,0–1,2–0,2–0,2–1,2–0,,3–0,2–0,1–1,0–0,1–0,2–2,3–0,4–0,2–0,,,,,,,7,30,11,8,11,41,0.3666666666666666,0.3666666666666666,0.4555555555555555,RCD Espanyol,True,Español
1956-57,8,Jaén,4–2,2–0,1–2,2–0,2–0,2–3,0–0,,0–0,2–0,2–4,3–0,3–1,2–2,2–0,0–1,,,,,,,14,30,9,5,16,32,0.3,0.5333333333333333,0.3555555555555555,Jaén,False,Jaén
1956-57,9,Las Palmas,4–0,1–1,1–0,1–0,3–3,2–0,2–2,2–0,,1–1,1–5,1–1,2–1,1–0,3–2,0–1,,,,,,,10,30,9,9,12,36,0.3,0.4,0.4,Las Palmas,False,Las Palmas
1956-57,10,Osasuna,1–2,2–1,2–2,2–1,2–1,1–0,5–0,1–1,2–1,,2–0,1–2,5–2,2–0,1–0,2–0,,,,,,,6,30,12,7,11,43,0.4,0.3666666666666666,0.4777777777777778,Osasuna,False,Osasuna
1956-57,11,Real Madrid,3–0,0–2,1–0,4–1,6–0,1–0,7–2,7–1,3–0,2–1,,3–0,1–1,2–0,3–1,3–3,,,,,,,1,30,20,4,6,64,0.6666666666666666,0.2,0.7111111111111111,Real Madrid,False,Real Madrid
1956-57,12,Real Sociedad,3–4,2–1,2–2,3–0,1–0,2–0,1–0,2–0,2–2,0–0,3–0,,1–1,1–2,2–3,1–1,,,,,,,12,30,9,8,13,35,0.3,0.4333333333333333,0.3888888888888889,Real Sociedad,False,Real Sociedad
1956-57,13,Sevilla,4–1,5–1,2–1,2–0,2–1,5–1,3–0,3–0,3–1,3–1,2–0,3–2,,3–2,2–0,3–0,,,,,,,2,30,17,5,8,56,0.5666666666666667,0.2666666666666666,0.6222222222222222,Sevilla FC,True,Sevilla
1956-57,14,Valencia,1–2,2–2,3–3,3–1,1–0,3–0,3–1,3–1,2–2,4–1,1–2,3–2,2–0,,0–0,1–0,,,,,,,11,30,10,7,13,37,0.3333333333333333,0.4333333333333333,0.4111111111111111,Valencia CF,True,Valencia
1956-57,15,Valladolid,2–0,4–3,2–1,1–1,3–0,3–2,2–2,1–2,6–2,3–0,3–3,2–2,1–2,4–0,,4–1,,,,,,,8,30,11,6,13,39,0.3666666666666666,0.4333333333333333,0.4333333333333333,Valladolid,False,Valladolid
1956-57,16,Zaragoza,1–1,2–1,2–0,2–0,2–3,2–2,2–0,2–0,3–2,0–2,1–2,1–0,3–1,0–0,3–1,,,,,,,,9,30,11,6,13,39,0.3666666666666666,0.4333333333333333,0.4333333333333333,Zaragoza,False,Zaragoza
1955-56,1,Alavés,,0–3,0–0,1–3,5–1,1–0,4–2,2–0,4–0,2–0,5–2,1–3,1–1,2–1,3–3,3–0,,,,,,,14,30,9,6,15,33,0.3,0.5,0.3666666666666666,Alavés,False,Alavés
1955-56,2,Atlético Bilbao,3–2,,2–1,1–0,4–0,3–0,2–2,2–1,3–1,5–0,7–1,3–1,3–0,6–1,4–2,3–0,,,,,,,1,30,22,4,4,70,0.7333333333333333,0.1333333333333333,0.7777777777777778,Athletic Bilbao,True,Atlético Bilbao
1955-56,3,Atlético Madrid,8–1,2–3,,0–2,3–2,6–1,4–1,5–0,9–0,1–1,4–0,1–0,4–5,4–1,3–1,3–1,,,,,,,5,30,14,5,11,47,0.4666666666666667,0.3666666666666666,0.5222222222222223,Atlético Madrid,False,Atlético Madrid
1955-56,4,Barcelona,3–1,1–2,2–2,,2–1,4–0,4–1,1–0,6–4,4–0,1–0,2–0,2–0,3–1,4–2,2–0,,,,,,,2,30,22,3,5,69,0.7333333333333333,0.1666666666666666,0.7666666666666667,FC Barcelona,True,Barcelona
1955-56,5,Celta,3–0,2–0,2–2,0–0,,3–2,4–1,2–3,2–1,3–0,1–3,3–1,2–1,3–1,2–0,3–0,,,,,,,10,30,12,3,15,39,0.4,0.5,0.4333333333333333,Celta de Vigo,True,Celta
1955-56,6,Cultural Leonesa,4–1,2–3,2–4,0–1,4–1,,1–2,0–1,3–1,1–2,0–1,0–4,0–0,0–4,3–0,0–0,,,,,,,15,30,5,4,21,19,0.1666666666666666,0.7,0.2111111111111111,Cultural Leonesa,False,Cultural Leonesa
1955-56,7,Deportivo La Coruña,5–3,2–2,3–0,0–7,5–0,4–3,,3–1,3–0,1–2,2–0,0–2,5–0,3–2,3–3,1–1,,,,,,,12,30,11,4,15,37,0.3666666666666666,0.5,0.4111111111111111,Deportivo La Coruña,False,Deportivo La Coruña
1955-56,8,Español,6–0,0–1,4–1,0–3,6–1,1–1,3–2,,2–0,2–2,1–0,2–1,3–0,2–1,0–1,4–3,,,,,,,7,30,14,3,13,45,0.4666666666666667,0.4333333333333333,0.5,RCD Espanyol,True,Español
1955-56,9,Hércules,1–1,0–3,0–2,2–3,0–2,3–1,5–1,1–1,,0–5,2–1,0–4,1–1,1–4,4–0,2–0,,,,,,,16,30,5,3,22,18,0.1666666666666666,0.7333333333333333,0.2,Hércules,False,Hércules
1955-56,10,Las Palmas,2–1,1–1,1–1,0–1,2–1,1–2,5–0,1–2,6–1,,2–0,1–3,2–0,2–3,2–0,3–2,,,,,,,11,30,11,4,15,37,0.3666666666666666,0.5,0.4111111111111111,Las Palmas,False,Las Palmas
1955-56,11,Murcia,3–3,2–1,1–0,0–1,2–2,3–1,5–4,2–3,3–1,2–1,,1–1,6–1,2–0,0–0,0–1,,,,,,,3,30,18,2,10,56,0.6,0.3333333333333333,0.6222222222222222,Murcia,False,Murcia
1955-56,12,Real Madrid,5–0,2–1,3–2,2–1,8–3,2–1,1–2,7–1,4–1,6–0,7–1,,2–0,3–4,1–0,5–1,,,,,,,13,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Real Madrid,False,Real Madrid
1955-56,13,Real Sociedad,1–1,2–2,3–1,1–2,2–1,2–1,3–1,5–0,2–0,4–2,3–3,1–0,,2–2,3–1,4–1,,,,,,,8,30,11,8,11,41,0.3666666666666666,0.3666666666666666,0.4555555555555555,Real Sociedad,False,Real Sociedad
1955-56,14,Sevilla,3–0,1–2,4–0,0–0,7–0,3–1,5–0,4–0,3–0,3–0,4–1,2–0,2–0,,4–0,4–1,,,,,,,4,30,17,2,11,53,0.5666666666666667,0.3666666666666666,0.5888888888888889,Sevilla FC,True,Sevilla
1955-56,15,Valencia,3–1,1–0,0–1,4–2,6–0,1–1,4–0,2–1,4–1,4–2,4–1,2–1,1–1,3–0,,5–1,,,,,,,6,30,13,6,11,45,0.4333333333333333,0.3666666666666666,0.5,Valencia CF,True,Valencia
1955-56,16,Valladolid,4–0,2–4,3–1,1–0,4–2,3–0,4–1,2–0,3–0,4–1,3–0,2–2,1–0,3–1,1–1,,,,,,,,9,30,13,4,13,43,0.4333333333333333,0.4333333333333333,0.4777777777777778,Valladolid,False,Valladolid
1954-55,1,Alavés,,2–2,2–0,2–2,2–0,2–1,2–2,2–0,4–1,5–1,2–4,2–1,0–1,2–1,7–0,1–4,,,,,,,10,30,11,5,14,38,0.3666666666666666,0.4666666666666667,0.4222222222222222,Alavés,False,Alavés
1954-55,2,Atlético Bilbao,4–0,,1–1,1–1,2–2,5–1,1–2,3–0,9–2,6–1,2–0,3–0,1–0,2–2,7–0,1–0,,,,,,,3,30,15,9,6,54,0.5,0.2,0.6,Athletic Bilbao,True,Atlético Bilbao
1954-55,3,Atlético Madrid,4–1,1–2,,2–2,4–0,2–1,2–1,3–0,2–2,2–2,2–4,3–1,4–0,0–3,2–3,5–4,,,,,,,8,30,11,7,12,40,0.3666666666666666,0.4,0.4444444444444444,Atlético Madrid,False,Atlético Madrid
1954-55,4,Barcelona,5–2,2–3,4–0,,5–2,3–1,1–0,1–1,1–0,5–0,2–2,7–0,4–1,4–2,4–1,5–0,,,,,,,2,30,17,7,6,58,0.5666666666666667,0.2,0.6444444444444445,FC Barcelona,True,Barcelona
1954-55,5,Celta,2–0,1–0,8–1,1–1,,2–0,1–1,1–1,5–1,3–0,1–1,2–1,5–1,5–1,2–1,2–2,,,,,,,11,30,10,7,13,37,0.3333333333333333,0.4333333333333333,0.4111111111111111,Celta de Vigo,True,Celta
1954-55,6,Deportivo La Coruña,3–0,1–1,1–0,2–2,4–2,,1–1,2–1,4–1,3–2,3–3,3–1,2–1,4–2,2–1,2–1,,,,,,,7,30,12,6,12,42,0.4,0.4,0.4666666666666667,Deportivo La Coruña,False,Deportivo La Coruña
1954-55,7,Español,4–1,1–3,2–0,2–4,4–0,2–2,,4–1,0–0,1–1,1–3,1–0,1–0,2–0,1–1,1–1,,,,,,,13,30,8,10,12,34,0.2666666666666666,0.4,0.3777777777777777,RCD Espanyol,True,Español
1954-55,8,Hércules,2–2,3–2,4–0,1–0,2–1,4–2,0–0,,4–0,1–0,1–1,2–0,4–1,1–1,3–2,2–1,,,,,,,6,30,11,9,10,42,0.3666666666666666,0.3333333333333333,0.4666666666666667,Hércules,False,Hércules
1954-55,9,Las Palmas,2–2,3–3,4–1,2–0,3–1,2–1,2–1,1–1,,2–1,1–1,5–1,2–2,4–0,1–0,2–0,,,,,,,12,30,10,7,13,37,0.3333333333333333,0.4333333333333333,0.4111111111111111,Las Palmas,False,Las Palmas
1954-55,10,Málaga,2–1,1–3,0–3,1–2,0–0,0–1,1–1,3–3,2–0,,3–1,3–1,2–1,0–2,1–1,1–2,,,,,,,16,30,6,7,17,25,0.2,0.5666666666666667,0.2777777777777778,Málaga,False,Málaga
1954-55,11,Real Madrid,4–1,3–1,1–0,3–0,5–1,5–1,5–1,3–0,7–0,4–1,,3–0,1–1,3–1,1–2,1–0,,,,,,,1,30,20,6,4,66,0.6666666666666666,0.1333333333333333,0.7333333333333333,Real Madrid,False,Real Madrid
1954-55,12,Real Santander,0–2,1–4,2–4,2–1,3–1,2–1,3–1,1–1,2–1,2–1,0–4,,3–3,3–1,3–2,2–1,,,,,,,15,30,9,2,19,29,0.3,0.6333333333333333,0.3222222222222222,Racing Santander,True,Real Santander
1954-55,13,Real Sociedad,2–0,3–3,0–2,0–2,5–0,3–0,1–0,4–0,4–0,1–1,1–3,3–0,,1–2,3–0,3–3,,,,,,,14,30,9,6,15,33,0.3,0.5,0.3666666666666666,Real Sociedad,False,Real Sociedad
1954-55,14,Sevilla,1–2,1–1,3–3,0–2,5–2,3–2,3–2,6–1,4–0,6–1,1–0,5–2,5–2,,2–1,5–1,,,,,,,4,30,15,4,11,49,0.5,0.3666666666666666,0.5444444444444444,Sevilla FC,True,Sevilla
1954-55,15,Valencia,6–1,3–2,4–4,4–1,2–1,4–0,2–0,8–2,4–0,0–2,1–3,8–1,2–0,3–1,,2–1,,,,,,,5,30,15,3,12,48,0.5,0.4,0.5333333333333333,Valencia CF,True,Valencia
1954-55,16,Valladolid,1–0,1–0,2–2,1–2,2–1,1–1,4–2,2–0,2–1,3–2,0–1,3–1,1–0,2–5,2–3,,,,,,,,9,30,11,5,14,38,0.3666666666666666,0.4666666666666667,0.4222222222222222,Valladolid,False,Valladolid
1953-54,1,Atlético Bilbao,,1–1,2–1,5–1,3–0,0–0,0–0,4–0,0–1,3–1,2–3,5–1,1–3,2–2,1–2,2–1,,,,,,,6,30,12,8,10,44,0.4,0.3333333333333333,0.4888888888888889,Athletic Bilbao,True,Atlético Bilbao
1953-54,2,Atlético Madrid,2–5,,1–0,5–0,3–1,2–2,6–1,1–0,4–1,4–1,3–4,4–1,1–1,2–1,3–0,1–2,,,,,,,11,30,11,7,12,40,0.3666666666666666,0.4,0.4444444444444444,Atlético Madrid,False,Atlético Madrid
1953-54,3,Barcelona,2–0,1–1,,4–2,6–1,1–4,6–2,9–0,1–0,3–1,5–1,6–0,6–0,4–1,2–0,4–1,,,,,,,2,30,16,4,10,52,0.5333333333333333,0.3333333333333333,0.5777777777777777,FC Barcelona,True,Barcelona
1953-54,4,Celta,4–2,1–0,0–0,,3–1,1–0,0–0,2–1,5–2,5–2,1–0,1–2,0–1,2–0,3–4,2–1,,,,,,,10,30,12,5,13,41,0.4,0.4333333333333333,0.4555555555555555,Celta de Vigo,True,Celta
1953-54,5,Deportivo La Coruña,2–0,1–0,1–0,0–0,,1–0,6–0,2–1,1–0,2–1,2–2,4–2,3–0,0–1,1–1,1–1,,,,,,,7,30,13,5,12,44,0.4333333333333333,0.4,0.4888888888888889,Deportivo La Coruña,False,Deportivo La Coruña
1953-54,6,Español,0–0,3–1,0–1,4–0,2–0,,1–2,4–0,1–0,3–0,2–1,0–0,1–1,3–2,2–1,4–1,,,,,,,4,30,14,6,10,48,0.4666666666666667,0.3333333333333333,0.5333333333333333,RCD Espanyol,True,Español
1953-54,7,Jaén,1–3,1–0,2–2,3–2,3–0,4–0,,2–2,5–3,6–1,1–2,4–2,1–1,3–1,3–1,4–2,,,,,,,14,30,11,6,13,39,0.3666666666666666,0.4333333333333333,0.4333333333333333,Jaén,False,Jaén
1953-54,8,Oviedo,0–1,0–0,3–0,0–1,0–1,1–1,2–2,,3–0,1–0,0–4,2–1,1–3,3–1,2–1,3–1,,,,,,,13,30,12,4,14,40,0.4,0.4666666666666667,0.4444444444444444,Oviedo,False,Oviedo
1953-54,9,Osasuna,3–2,3–1,1–0,2–2,3–2,2–3,2–0,1–2,,3–2,1–1,2–1,2–1,1–0,2–2,4–0,,,,,,,15,30,8,6,16,30,0.2666666666666666,0.5333333333333333,0.3333333333333333,Osasuna,False,Osasuna
1953-54,10,Real Gijón,1–2,4–2,0–1,1–0,2–3,0–1,2–1,0–0,3–4,,1–1,3–5,0–1,3–1,5–2,3–1,,,,,,,16,30,7,2,21,23,0.2333333333333333,0.7,0.2555555555555555,Sporting de Gijón,True,Real Gijón
1953-54,11,Real Madrid,2–3,2–1,5–0,3–0,2–1,4–3,6–0,1–0,2–0,4–0,,4–2,1–1,1–0,4–0,1–2,,,,,,,1,30,17,6,7,57,0.5666666666666667,0.2333333333333333,0.6333333333333333,Real Madrid,False,Real Madrid
1953-54,12,Real Santander,1–1,2–2,4–3,1–0,0–0,2–1,3–1,1–1,3–0,3–1,1–1,,4–2,2–1,3–1,1–3,,,,,,,8,30,12,7,11,43,0.4,0.3666666666666666,0.4777777777777778,Racing Santander,True,Real Santander
1953-54,13,Real Sociedad,1–1,1–1,0–3,4–4,4–1,2–0,2–1,1–0,2–0,1–2,3–6,1–2,,3–2,0–3,1–0,,,,,,,9,30,11,7,12,40,0.3666666666666666,0.4,0.4444444444444444,Real Sociedad,False,Real Sociedad
1953-54,14,Sevilla,3–1,2–1,3–1,1–0,1–2,3–1,5–2,2–1,2–1,6–3,2–1,2–1,5–0,,1–1,3–1,,,,,,,5,30,15,2,13,47,0.5,0.4333333333333333,0.5222222222222223,Sevilla FC,True,Sevilla
1953-54,15,Valencia,3–0,4–1,1–0,5–2,2–0,4–2,4–0,3–0,1–1,8–0,0–0,4–1,4–3,2–3,,3–3,,,,,,,3,30,14,6,10,48,0.4666666666666667,0.3333333333333333,0.5333333333333333,Valencia CF,True,Valencia
1953-54,16,Valladolid,2–2,1–3,2–2,0–3,2–1,0–2,3–0,3–2,2–1,4–1,4–3,1–1,2–0,1–0,3–2,,,,,,,,12,30,12,5,13,41,0.4,0.4333333333333333,0.4555555555555555,Valladolid,False,Valladolid
1952-53,1,Atlético Bilbao,,5–0,4–3,5–0,8–2,1–0,6–1,3–3,6–1,2–2,5–2,6–1,6–1,1–1,4–2,3–0,,,,,,,6,30,14,4,12,46,0.4666666666666667,0.4,0.5111111111111111,Athletic Bilbao,True,Atlético Bilbao
1952-53,2,Atlético Madrid,2–3,,2–1,4–1,4–1,4–1,1–3,5–1,1–0,1–2,3–0,4–3,4–2,3–3,2–2,4–1,,,,,,,8,30,13,4,13,43,0.4333333333333333,0.4333333333333333,0.4777777777777778,Atlético Madrid,False,Atlético Madrid
1952-53,3,Barcelona,3–2,6–1,,4–0,4–3,2–1,6–2,4–1,3–1,1–0,3–1,3–0,3–2,2–1,2–1,8–0,,,,,,,1,30,19,4,7,61,0.6333333333333333,0.2333333333333333,0.6777777777777778,FC Barcelona,True,Barcelona
1952-53,4,Celta,2–2,3–2,3–3,,2–0,0–1,3–1,3–0,3–0,2–1,1–1,3–0,4–0,1–1,2–0,6–1,,,,,,,13,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Celta de Vigo,True,Celta
1952-53,5,Deportivo La Coruña,3–2,5–1,1–1,3–2,,2–2,1–0,2–2,5–0,0–2,0–1,1–0,2–0,1–2,1–4,0–0,,,,,,,14,30,9,6,15,33,0.3,0.5,0.3666666666666666,Deportivo La Coruña,False,Deportivo La Coruña
1952-53,6,Español,6–2,2–0,0–2,6–1,7–1,,2–1,3–0,4–0,2–4,3–1,2–0,6–2,2–1,1–0,3–2,,,,,,,4,30,16,4,10,52,0.5333333333333333,0.3333333333333333,0.5777777777777777,RCD Espanyol,True,Español
1952-53,7,Málaga,1–0,1–3,2–1,2–1,1–2,1–1,,4–2,2–3,6–0,4–2,2–4,0–3,3–3,3–0,1–0,,,,,,,15,30,10,2,18,32,0.3333333333333333,0.6,0.3555555555555555,Málaga,False,Málaga
1952-53,8,Oviedo,2–1,5–0,2–1,4–0,3–3,1–0,6–1,,2–4,3–1,1–3,2–2,2–0,2–3,6–3,3–2,,,,,,,9,30,12,5,13,41,0.4,0.4333333333333333,0.4555555555555555,Oviedo,False,Oviedo
1952-53,9,Real Gijón,1–2,2–0,0–0,1–1,4–1,1–1,4–0,1–3,,2–1,2–0,1–0,1–0,1–1,1–0,2–3,,,,,,,7,30,11,8,11,41,0.3666666666666666,0.3666666666666666,0.4555555555555555,Sporting de Gijón,True,Real Gijón
1952-53,10,Real Madrid,3–2,2–0,2–1,5–1,5–2,1–2,2–0,3–2,2–2,,2–1,5–0,3–2,3–0,3–1,2–1,,,,,,,3,30,18,3,9,57,0.6,0.3,0.6333333333333333,Real Madrid,False,Real Madrid
1952-53,11,Real Santander,2–0,3–3,3–3,2–0,3–1,2–1,2–0,0–2,0–1,2–3,,1–1,4–1,1–2,2–2,3–1,,,,,,,11,30,11,5,14,38,0.3666666666666666,0.4666666666666667,0.4222222222222222,Racing Santander,True,Real Santander
1952-53,12,Real Sociedad,3–1,0–2,0–2,7–3,6–1,2–1,4–1,3–2,0–0,3–0,3–1,,1–1,0–0,2–2,1–1,,,,,,,10,30,10,8,12,38,0.3333333333333333,0.4,0.4222222222222222,Real Sociedad,False,Real Sociedad
1952-53,13,Sevilla,1–0,3–1,4–2,4–2,6–2,2–1,2–0,2–1,7–1,2–2,1–2,4–1,,4–2,3–0,5–2,,,,,,,5,30,16,2,12,50,0.5333333333333333,0.4,0.5555555555555556,Sevilla FC,True,Sevilla
1952-53,14,Valencia,3–1,1–2,3–2,3–2,1–1,1–1,3–1,4–0,4–0,3–2,7–1,5–2,1–0,,2–0,3–1,,,,,,,2,30,16,8,6,56,0.5333333333333333,0.2,0.6222222222222222,Valencia CF,True,Valencia
1952-53,15,Valladolid,1–0,4–4,0–1,3–1,4–0,0–1,2–1,1–0,2–2,3–1,1–2,1–2,4–0,2–0,,3–1,,,,,,,12,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Valladolid,False,Valladolid
1952-53,16,Zaragoza,2–0,4–2,1–5,3–1,1–2,3–1,0–2,0–0,0–0,0–3,4–0,3–3,1–2,0–2,0–4,,,,,,,,16,30,6,5,19,23,0.2,0.6333333333333333,0.2555555555555555,Zaragoza,False,Zaragoza
1951-52,1,Atlético Bilbao,,7–3,3–1,0–3,4–2,4–1,2–1,7–0,4–2,1–1,0–1,4–1,2–0,2–0,1–0,10–1,,,,,,,2,30,17,6,7,57,0.5666666666666667,0.2333333333333333,0.6333333333333333,Athletic Bilbao,True,Atlético Bilbao
1951-52,2,Atlético Madrid,1–2,,8–0,1–1,2–1,3–1,3–3,4–0,7–3,3–2,7–2,3–1,2–1,4–0,1–1,2–1,,,,,,,4,30,16,5,9,53,0.5333333333333333,0.3,0.5888888888888889,Atlético Madrid,False,Atlético Madrid
1951-52,3,Atlético Tetuán,1–2,4–1,,2–5,2–1,2–0,3–3,2–2,3–1,3–3,5–1,3–1,3–4,1–1,2–2,0–1,,,,,,,16,30,7,5,18,26,0.2333333333333333,0.6,0.2888888888888888,Atlético Tetuán,False,Atlético Tetuán
1951-52,4,Barcelona,1–0,5–2,3–2,,6–1,6–1,2–0,7–0,9–3,4–2,7–1,3–1,5–3,1–3,0–0,4–1,,,,,,,1,30,19,5,6,62,0.6333333333333333,0.2,0.6888888888888889,FC Barcelona,True,Barcelona
1951-52,5,Celta,4–1,0–3,7–0,1–2,,6–1,3–3,5–2,4–1,3–2,3–0,3–1,2–0,1–1,2–1,4–1,,,,,,,9,30,12,3,15,39,0.4,0.5,0.4333333333333333,Celta de Vigo,True,Celta
1951-52,6,Deportivo La Coruña,3–1,1–3,2–3,1–1,3–0,,3–1,3–1,4–1,1–1,2–1,2–1,1–1,3–2,1–1,2–1,,,,,,,11,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Deportivo La Coruña,False,Deportivo La Coruña
1951-52,7,Español,3–3,3–1,4–1,1–0,0–2,3–1,,2–0,3–0,4–3,4–1,4–1,4–3,2–3,3–0,4–0,,,,,,,7,30,14,4,12,46,0.4666666666666667,0.4,0.5111111111111111,RCD Espanyol,True,Español
1951-52,8,Las Palmas,1–1,1–3,4–1,0–2,2–1,3–2,1–0,,2–0,1–4,1–1,1–0,1–0,5–3,1–1,4–2,,,,,,,15,30,9,4,17,31,0.3,0.5666666666666667,0.3444444444444444,Las Palmas,False,Las Palmas
1951-52,9,Real Gijón,1–1,0–2,3–1,3–2,1–1,0–2,3–1,4–1,,2–3,3–2,2–1,4–0,2–0,1–1,2–2,,,,,,,13,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Sporting de Gijón,True,Real Gijón
1951-52,10,Real Madrid,2–2,2–1,4–2,5–1,4–1,3–2,6–1,5–1,5–1,,2–0,0–0,5–2,3–1,2–0,2–1,,,,,,,3,30,16,6,8,54,0.5333333333333333,0.2666666666666666,0.6,Real Madrid,False,Real Madrid
1951-52,11,Real Santander,3–1,2–2,4–0,0–3,3–0,3–1,1–0,4–0,1–2,0–3,,2–4,3–1,2–1,2–2,2–2,,,,,,,14,30,9,7,14,34,0.3,0.4666666666666667,0.3777777777777777,Racing Santander,True,Real Santander
1951-52,12,Real Sociedad,1–4,6–1,1–0,4–2,4–1,7–1,3–0,3–0,1–2,3–1,1–1,,3–3,1–2,3–1,2–0,,,,,,,10,30,11,4,15,37,0.3666666666666666,0.5,0.4111111111111111,Real Sociedad,False,Real Sociedad
1951-52,13,Sevilla,2–0,3–1,3–2,3–0,3–1,2–0,3–2,5–0,3–3,4–1,5–0,2–2,,6–1,4–1,2–1,,,,,,,6,30,14,4,12,46,0.4666666666666667,0.4,0.5111111111111111,Sevilla FC,True,Sevilla
1951-52,14,Valencia,2–3,3–0,5–1,2–2,7–2,3–0,4–1,3–0,3–0,2–1,1–1,4–0,2–0,,3–0,2–2,,,,,,,5,30,15,5,10,50,0.5,0.3333333333333333,0.5555555555555556,Valencia CF,True,Valencia
1951-52,15,Valladolid,2–2,1–1,3–0,1–1,3–0,5–0,1–3,4–1,4–1,2–1,1–1,4–1,2–1,1–2,,1–0,,,,,,,8,30,9,11,10,38,0.3,0.3333333333333333,0.4222222222222222,Valladolid,False,Valladolid
1951-52,16,Zaragoza,2–4,0–5,3–1,2–4,3–2,1–1,5–6,6–0,2–1,1–1,1–0,3–2,3–0,4–2,2–1,,,,,,,,12,30,10,5,15,35,0.3333333333333333,0.5,0.3888888888888889,Zaragoza,False,Zaragoza
1950-51,1,Alcoyano,,0–1,1–2,0–1,2–1,0–2,0–1,4–1,6–2,1–0,3–3,2–1,1–4,1–1,0–2,1–4,,,,,,,15,30,6,2,22,20,0.2,0.7333333333333333,0.2222222222222222,Alcoyano,False,Alcoyano
1950-51,2,Atlético Bilbao,8–1,,4–0,4–3,3–1,9–4,1–1,4–2,10–0,5–1,3–1,2–5,7–1,3–0,4–1,1–1,,,,,,,7,30,15,3,12,48,0.5,0.4,0.5333333333333333,Athletic Bilbao,True,Atlético Bilbao
1950-51,3,Atlético Madrid,5–1,2–0,,6–4,3–0,3–2,5–2,1–1,7–1,2–2,9–1,4–0,2–2,2–1,3–1,7–0,,,,,,,1,30,17,6,7,57,0.5666666666666667,0.2333333333333333,0.6333333333333333,Atlético Madrid,False,Atlético Madrid
1950-51,4,Barcelona,6–0,2–1,3–0,,7–2,3–1,2–2,4–1,6–1,2–1,2–1,7–2,8–2,4–1,2–1,3–1,,,,,,,4,30,16,3,11,51,0.5333333333333333,0.3666666666666666,0.5666666666666667,FC Barcelona,True,Barcelona
1950-51,5,Málaga,2–0,2–1,2–1,3–1,,1–2,4–2,2–0,9–0,0–0,2–0,3–0,4–1,2–0,0–2,0–0,,,,,,,8,30,15,3,12,48,0.5,0.4,0.5333333333333333,Málaga,False,Málaga
1950-51,6,Celta,6–2,4–1,0–2,2–2,2–1,,1–2,2–0,4–0,4–1,1–0,2–2,3–1,3–0,5–1,0–1,,,,,,,12,30,13,4,13,43,0.4333333333333333,0.4333333333333333,0.4777777777777778,Celta de Vigo,True,Celta
1950-51,7,Deportivo La Coruña,4–0,4–0,3–0,2–0,2–2,4–1,,4–1,10–1,4–1,0–1,5–0,1–1,0–3,1–0,0–1,,,,,,,11,30,13,4,13,43,0.4333333333333333,0.4333333333333333,0.4777777777777778,Deportivo La Coruña,False,Deportivo La Coruña
1950-51,8,Español,5–3,3–2,4–3,6–0,4–2,3–1,3–2,,8–0,7–0,2–0,7–1,2–1,2–4,2–2,3–2,,,,,,,16,30,6,1,23,19,0.2,0.7666666666666667,0.2111111111111111,RCD Espanyol,True,Español
1950-51,9,Lérida,3–1,0–3,3–4,0–3,2–5,2–3,1–0,5–4,,3–2,4–2,1–6,1–0,4–5,1–6,2–2,,,,,,,13,30,12,5,13,41,0.4,0.4333333333333333,0.4555555555555555,Lleida,True,Lérida
1950-51,10,Murcia,3–1,3–6,1–3,3–2,4–0,1–2,2–0,0–0,3–2,,2–0,2–5,2–1,3–2,2–4,1–2,,,,,,,14,30,8,3,19,27,0.2666666666666666,0.6333333333333333,0.3,Murcia,False,Murcia
1950-51,11,Real Santander,3–1,1–0,1–0,2–2,0–0,2–1,4–2,4–3,5–1,4–0,,1–0,1–1,2–2,0–2,4–1,,,,,,,9,30,13,5,12,44,0.4333333333333333,0.4,0.4888888888888889,Racing Santander,True,Real Santander
1950-51,12,Real Madrid,7–0,2–2,3–6,4–1,1–1,1–1,2–1,6–2,7–0,6–0,0–1,,7–2,3–3,3–2,2–1,,,,,,,10,30,12,6,12,42,0.4,0.4,0.4666666666666667,Real Madrid,False,Real Madrid
1950-51,13,Real Sociedad,3–1,3–0,1–1,3–1,4–1,5–1,5–1,3–1,2–0,7–0,5–0,6–2,,1–0,3–0,5–2,,,,,,,5,30,15,5,10,50,0.5,0.3333333333333333,0.5555555555555556,Real Sociedad,False,Real Sociedad
1950-51,14,Sevilla,7–1,1–0,1–1,4–0,4–2,3–0,3–1,5–2,5–0,5–0,4–0,4–0,2–1,,4–0,4–0,,,,,,,2,30,17,4,9,55,0.5666666666666667,0.3,0.6111111111111112,Sevilla FC,True,Sevilla
1950-51,15,Valencia,4–1,3–1,1–0,4–2,3–1,0–1,0–3,3–2,4–1,2–0,3–3,2–1,1–1,4–0,,4–1,,,,,,,3,30,17,3,10,54,0.5666666666666667,0.3333333333333333,0.6,Valencia CF,True,Valencia
